,Lat,Lng,Price,Tempature (C),ZipCode
2341,35.05,-118.17,78500.0,8.25,93501
2342,38.75,-120.67,267900.0,7.37,95709
2343,37.89,-87.08,60500.0,3.6,47635
2344,40.63,-81.45,123200.0,1.59,44612
2345,42.99,-74.99,74200.0,-4.0,13407
2346,41.66,-70.13,255200.0,-1.38,02639
2347,40.76,-81.81,129800.0,1.5,44606
2348,40.22,-76.16,175500.0,2.23,17578
2349,43.78,-70.0,344900.0,-1.75,04079
2350,32.39,-80.68,115700.0,9.23,29935
2351,40.81,-76.14,32600.0,0.16,17948
2352,40.51,-75.6,149600.0,1.36,18011
2353,41.6,-93.72,155300.0,5.78,50324
2354,38.77,-85.09,75200.0,3.03,47043
2355,40.24,-80.22,116900.0,1.98,15342
2356,38.88,-86.05,86500.0,3.08,47220
2357,40.19,-80.06,148100.0,2.32,15330
2358,42.5,-76.36,146100.0,1.31,13068
2359,41.84,-71.08,317400.0,-0.72,02779
2360,43.32,-95.16,162900.0,5.02,51351
2361,39.92,-76.56,122500.0,3.78,17366
2362,42.57,-114.61,105900.0,2.68,83328
2363,41.45,-70.56,498100.0,-1.0,02557
2364,40.37,-76.2,121100.0,2.23,19567
2365,44.83,-92.99,178000.0,3.39,55071
2366,33.93,-79.77,81700.0,7.7,29591
2367,41.47,-72.58,212400.0,-1.83,06441
2368,41.14,-81.44,142300.0,2.31,44262
2369,34.51,-89.92,66500.0,3.22,38619
2370,47.42,-122.57,368900.0,7.36,98359
2371,43.79,-116.94,187300.0,7.25,83660
2372,43.23,-78.9,133800.0,1.24,14131
2373,47.92,-117.29,267900.0,3.0,99003
2374,45.22,-93.96,188400.0,4.59,55358
2375,43.84,-71.67,123600.0,-2.68,03223
2376,46.88,-122.68,239300.0,7.62,98576
2377,39.26,-119.95,474200.0,2.79,89451
2378,40.16,-75.9,158600.0,1.76,19543
2379,47.2,-122.37,288100.0,7.66,98443
2380,42.56,-77.59,74700.0,1.97,14572
2381,42.61,-83.34,112900.0,0.6,48320
2382,40.13,-75.98,209800.0,2.01,17555
2383,40.92,-81.02,58800.0,1.72,44672
2384,34.52,-93.29,115500.0,8.03,71968
2385,43.02,-77.77,127000.0,1.58,14546
2386,42.31,-75.39,73100.0,-1.0,13838
2387,32.44,-99.99,68100.0,18.33,79536
2388,39.78,-104.27,293900.0,18.03,80136
2389,43.32,-71.47,230700.0,-1.63,03307
2390,40.43,-75.11,318100.0,1.68,18947
2391,34.38,-97.98,45300.0,17.56,73529
2392,41.33,-85.82,146000.0,0.99,46538
2393,40.0,-76.0,204900.0,3.01,17527
2394,35.87,-81.06,117300.0,5.9,28678
2395,47.83,-121.64,251100.0,7.01,98251
2396,47.73,-117.06,217900.0,3.18,99025
2397,46.01,-94.09,164000.0,3.42,56364
2398,41.74,-73.59,170100.0,-3.33,12522
2399,40.3,-121.02,219600.0,3.0,96137
2400,39.15,-85.13,84100.0,2.76,47031
2401,38.65,-86.45,71400.0,3.5,47452
2402,43.55,-73.39,74400.0,-3.0,12887
2403,34.36,-83.25,86700.0,9.83,30521
2404,37.17,-89.65,72600.0,2.91,63740
2405,44.0,-70.07,125800.0,-1.8,04252
2406,39.5,-107.67,219600.0,8.6,81652
2407,41.47,-81.65,42800.0,2.32,44127
2408,43.0,-73.66,169300.0,-3.38,12170
2409,41.23,-80.53,42500.0,1.13,44438
2410,37.77,-78.01,159700.0,7.87,23063
