Zipcode,Population,Median Age, Household Income ,Per Capita Income,Poverty Count,Poverty Rate
71827,625,53," 34,500 ",31189,79,12.64
71832,11159,34," 38,201 ",16476,2581,23.12931266
71833,2092,43.2," 42,750 ",31370,215,10.27724665
71834,1473,50.1," 50,500 ",25133,149,10.11541073
71835,1467,43.4," 39,063 ",22885,262,17.85957737
71836,2759,47.7," 37,917 ",21618,639,23.16056542
71837,4860,39.2," 42,759 ",19349,874,17.98353909
71838,1043,46.1," 30,972 ",18336,80,7.670182167
71839,306,34.4," 22,188 ",10789,171,55.88235294
71841,955,39.9," 41,667 ",19687,277,29.0052356
71842,2113,31.7," 31,932 ",15932,463,21.9119735
71845,1996,46.5," 29,125 ",29591,540,27.05410822
71846,3056,37.8," 49,159 ",21083,524,17.14659686
71847,663,33.6," 33,262 ",14578,159,23.98190045
71851,2078,42.1," 37,857 ",25068,218,10.49085659
71852,9809,37.7," 37,038 ",21292,2109,21.50066266
71853,271,38.1," 26,892 ",19518,8,2.95202952
71854,37027,37," 39,431 ",21392,7555,20.40402949
71855,658,40.7," 43,333 ",16415,163,24.77203647
71857,5273,41.3," 26,878 ",17002,2007,38.06182439
71858,2168,45," 30,515 ",16355,543,25.04612546
71859,355,58.7," 36,313 ",29168,89,25.07042254
71860,2619,45.3," 24,743 ",19669,786,30.01145475
71861,2119,49.9," 42,500 ",22995,396,18.68806041
71862,453,46.1," 52,981 ",20866,119,26.26931567
71865,144,45.5," 30,341 ",17963,49,34.02777778
71866,435,43," 59,000 ",19742,90,20.68965517
71901,30431,38.1," 32,758 ",22040,8103,26.62745227
71909,14566,67.2," 50,542 ",33957,1180,8.101057257
71913,44513,44.3," 40,099 ",26122,7953,17.86669063
71921,3868,38.5," 41,827 ",18390,754,19.49327818
71922,97,42.8," 38,333 ",25712,9,9.278350515
71923,15200,34.5," 35,743 ",21112,3419,22.49342105
71929,4425,43.1," 53,750 ",25216,284,6.418079096
71933,988,52.2," 56,875 ",22588,126,12.75303644
71935,554,51.8," 32,717 ",17356,100,18.05054152
71937,1862,38.6," 33,108 ",14817,501,26.90655209
71940,1672,45.2," 30,324 ",20195,339,20.27511962
71941,2289,38.6," 45,795 ",20946,116,5.067715159
71943,4781,41.8," 31,987 ",18572,1054,22.04559716
71944,874,43.9," 35,000 ",17921,237,27.11670481
71945,1294,46.4," 22,566 ",15241,389,30.0618238
71949,2828,38.4," 38,587 ",16245,584,20.65063649
71950,1060,43.4," 29,695 ",19363,95,8.962264151
71952,223,31," 90,688 ",31008,22,9.865470852
71953,14530,45.5," 33,774 ",19212,3328,22.90433586
71956,1910,43.6," 30,793 ",14456,627,32.82722513
71957,3101,53.8," 39,174 ",21785,453,14.60819091
71958,2475,40.4," 33,897 ",17766,445,17.97979798
71959,597,36.9," 34,044 ",17625,65,10.88777219
71960,1381,46.4," 32,240 ",16900,314,22.73714699
71961,929,45.2," 32,379 ",17922,175,18.83745963
71962,875,49.2," 30,833 ",20266,85,9.714285714
71964,4345,39," 43,207 ",21178,1106,25.45454545
71965,357,33.7," (666,666,666)",15083,129,36.13445378
71968,3677,48," 60,750 ",28424,349,9.491433234
71969,314,52.8," 50,313 ",24405,43,13.69426752
71970,852,48.9," 33,750 ",29019,108,12.67605634
71971,704,48.5," 26,447 ",14264,121,17.1875
71972,278,46," (666,666,666)",20591,89,32.01438849
71973,1482,30.8," 28,276 ",13752,531,35.82995951
71998,459,19.9," (666,666,666)",3078,0,0
71999,760,19.5," (666,666,666)",3198,0,0
72001,486,46.3," 37,361 ",21650,119,24.48559671
72002,17369,36.1," 56,588 ",24637,1718,9.891185445
72003,879,42.1," 55,278 ",25635,164,18.65756542
72004,1379,36," 31,842 ",14968,312,22.62509065
72005,145,42.7," 24,500 ",10057,54,37.24137931
72006,2785,44.9," 30,933 ",18728,778,27.93536804
72007,7537,33.6," 63,882 ",25971,669,8.876210694
72010,7429,35.8," 36,645 ",18087,1678,22.58715843
72011,4021,37.2," 53,684 ",22182,379,9.425516041
72012,12694,39.4," 47,684 ",24530,1945,15.32219946
72013,2220,39.9," 43,176 ",21202,198,8.918918919
72014,77,48.8," (666,666,666)",15975,30,38.96103896
72015,30457,35," 51,654 ",23651,3542,11.62951046
72016,3234,50.5," 47,857 ",23219,283,8.750773036
72017,833,40.1," 34,280 ",17290,221,26.53061224
72019,24153,41.1," 69,930 ",30755,1647,6.819028692
72020,3820,47.3," 35,872 ",24515,562,14.71204188
72021,3947,46.4," 33,793 ",21004,1105,27.99594629
72022,16497,37.4," 62,222 ",29062,852,5.164575377
72023,36854,36.2," 59,455 ",25360,4280,11.61339339
72024,3384,41.7," 55,000 ",23663,275,8.126477541
72025,751,45.4," 45,435 ",21899,50,6.657789614
72026,325,51.7," (666,666,666)",18537,62,19.07692308
72027,1440,39.7," 48,618 ",24472,320,22.22222222
72029,1828,43," 25,111 ",16423,729,39.87964989
72030,631,50.8," 27,014 ",20109,69,10.93502377
72031,7312,44.6," 34,784 ",18979,1348,18.43544858
72032,32818,34," 46,402 ",22837,5247,15.98817722
72034,49957,29.5," 51,435 ",26205,8737,17.48904057
72035,1544,19.4," (666,666,666)",2283,0,0
72036,745,53.5," 23,036 ",18476,232,31.1409396
72037,14,53.8," (666,666,666)",11879,11,78.57142857
72038,47,65.2," 92,083 ",52266,0,0
72039,2209,40," 40,104 ",20165,418,18.92258941
72040,2852,49.4," 32,220 ",20751,495,17.35624123
72041,1417,37.8," 37,200 ",18975,292,20.60691602
72042,5127,40.4," 34,435 ",20806,1043,20.34328067
72044,771,56.3," 45,924 ",29808,128,16.60181582
72045,1207,40.8," 44,135 ",28954,150,12.42750621
72046,4774,35.7," 37,479 ",21319,1109,23.22999581
72047,871,38.6," 49,219 ",21739,95,10.90700344
72048,47,51.6," 48,750 ",15664,0,0
72051,784,36.6," 37,796 ",15280,178,22.70408163
72055,950,40.2," 39,153 ",25887,151,15.89473684
72057,897,35.4," 52,629 ",21631,165,18.39464883
72058,16040,35.5," 54,696 ",25541,1995,12.43765586
72059,0,-666666666," (666,666,666)",-666666666,0,
72060,395,36.6," 37,176 ",32053,50,12.65822785
72061,107,44.5," (666,666,666)",32260,13,12.14953271
72063,1875,37.9," 45,234 ",19518,461,24.58666667
72064,2359,47.6," 39,750 ",23347,423,17.93132683
72065,5126,40," 55,044 ",25824,377,7.354662505
72067,2546,55.1," 34,467 ",21255,570,22.3880597
72068,431,37.9," 40,893 ",17832,46,10.67285383
72069,1562,43.7," 38,547 ",20471,276,17.66965429
72070,1796,36.4," 39,167 ",20925,597,33.24053452
72072,448,43.1," 47,500 ",27210,58,12.94642857
72073,1040,43.1," 40,179 ",23849,121,11.63461538
72074,132,51.5," 26,500 ",20804,20,15.15151515
72076,39118,34.3," 43,416 ",20703,6748,17.25037067
72079,606,54.4," 29,798 ",15711,214,35.31353135
72080,410,49.4," 37,000 ",19225,48,11.70731707
72081,6597,42.6," 41,444 ",22795,872,13.21812945
72082,1891,37.6," 32,778 ",16730,713,37.70491803
72083,261,41.9," 40,000 ",22572,35,13.40996169
72084,1472,36.1," 41,667 ",17407,327,22.21467391
72085,168,46," 30,875 ",16369,39,23.21428571
72086,9984,40," 53,675 ",25984,1232,12.33974359
72087,2337,54.8," 62,829 ",31546,150,6.418485237
72088,2627,65.6," 35,926 ",24340,151,5.748001523
72099,665,21.9," (666,666,666)",23722,0,0
72101,2923,40.8," 32,140 ",18723,451,15.4293534
72102,3159,39.1," 53,140 ",22738,362,11.45932257
72103,12816,39.6," 45,037 ",22883,1968,15.35580524
72104,23597,39.8," 38,975 ",19528,4496,19.05326948
72106,5239,41.4," 44,593 ",25370,594,11.33804161
72107,247,41.9," 54,375 ",22358,11,4.453441296
72108,44,64," 56,042 ",42386,0,0
72110,10835,41.2," 33,008 ",21619,2699,24.91001384
72111,1291,42.5," 53,438 ",21895,104,8.05577072
72112,11286,38.8," 26,706 ",14982,2812,24.91582492
72113,23716,35.7," 59,099 ",34933,2536,10.6932029
72114,12814,30.4," 16,662 ",12396,6721,52.45044483
72116,22553,38.7," 59,622 ",34593,2444,10.83669578
72117,14458,37.7," 36,808 ",18238,3722,25.74353299
72118,22208,36.3," 42,909 ",22148,5024,22.62247839
72119,0,-666666666," (666,666,666)",-666666666,0,
72120,31719,37.5," 61,736 ",29800,3400,10.71912734
72121,2966,43.4," 36,778 ",21016,555,18.71207013
72122,886,47.7," 53,333 ",22819,132,14.89841986
72123,408,40," 26,250 ",14907,174,42.64705882
72125,871,43.6," 42,083 ",18757,117,13.43283582
72126,3785,38.6," 47,000 ",23944,702,18.54689564
72127,2591,42.7," 42,443 ",23634,420,16.20995755
72128,855,35.3," 33,333 ",15819,201,23.50877193
72129,1241,52.1," 33,375 ",18186,261,21.03142627
72130,805,47.3," 46,181 ",18996,73,9.068322981
72131,4871,44.8," 50,673 ",33186,622,12.76945186
72132,3661,33.1," 49,850 ",22615,448,12.23709369
72134,254,50.1," 47,188 ",26480,29,11.41732283
72135,2471,49," 66,292 ",45172,168,6.798866856
72136,1176,48.5," 39,167 ",25321,260,22.10884354
72137,2612,35.7," 42,381 ",22123,469,17.95558959
72139,234,43.3," 34,063 ",18269,63,26.92307692
72140,474,46.5," 45,625 ",21931,49,10.33755274
72141,639,30.7," 32,798 ",13613,167,26.13458529
72142,2432,46.8," 41,858 ",30424,185,7.606907895
72143,36945,31.3," 43,758 ",22977,5974,16.16998241
72149,0,-666666666," (666,666,666)",-666666666,0,
72150,12161,39.5," 51,172 ",27297,1369,11.25729792
72152,288,59.4," 38,750 ",26727,66,22.91666667
72153,2472,46.3," 26,229 ",18129,591,23.90776699
72156,525,42.8," 36,000 ",20723,42,8
72157,1406,47.7," 46,944 ",24386,172,12.23328592
72160,10076,40.8," 36,179 ",24083,2022,20.0674871
72165,15,-666666666," (666,666,666)",,15,100
72166,186,49.4," (666,666,666)",27396,21,11.29032258
72167,1361,37.9," 60,284 ",25873,54,3.96767083
72168,2285,38.4," (666,666,666)",3308,51,2.231947484
72169,159,41.2," 37,500 ",16982,14,8.805031447
72170,197,44.3," 28,125 ",18504,78,39.59390863
72173,9328,39," 62,260 ",28805,1117,11.97469983
72175,303,51.3," 18,214 ",13586,100,33.00330033
72176,9329,30.8," 47,170 ",20248,1066,11.42673384
72179,532,49," 30,625 ",15587,70,13.15789474
72181,14,48.9," (666,666,666)",14236,0,0
72201,763,50.1," 68,578 ",101789,53,6.946264744
72202,11307,35," 35,019 ",24027,3326,29.41540639
72204,30234,34.9," 31,824 ",16764,8746,28.92769729
72205,24149,35.2," 49,235 ",31934,2988,12.37318315
72206,24000,43," 34,038 ",18654,4950,20.625
72207,10427,40," 63,930 ",48676,909,8.71775199
72209,30751,30.7," 32,538 ",15512,9242,30.05430718
72210,15061,39," 53,174 ",29453,1586,10.53050926
72211,23345,33.9," 62,167 ",34498,1975,8.460055686
72212,12970,42.5," 99,205 ",50076,542,4.178874325
72223,22887,39.2," 89,761 ",52137,1944,8.493904837
72227,11131,38.8," 63,312 ",39099,1202,10.79867038
72301,25246,33.8," 30,782 ",16750,7667,30.36916739
72311,103,45.4," 15,208 ",9336,51,49.51456311
72315,23344,34.5," 37,920 ",19880,5322,22.79814942
72320,1599,41.4," 29,167 ",1004,24,1.500938086
72321,150,50.6," 55,000 ",27179,0,0
72322,186,46," 30,962 ",14964,42,22.58064516
72324,2115,45.1," 40,272 ",19668,345,16.31205674
72325,24,27.3," (666,666,666)",,0,0
72326,1677,47.6," 30,893 ",23748,439,26.17769827
72327,1780,34.9," 31,429 ",17150,457,25.6741573
72328,28,-666666666," (666,666,666)",,0,0
72329,249,42.7," 71,563 ",22054,8,3.212851406
72330,758,28.5," 43,235 ",16578,170,22.42744063
72331,3230,36.2," 31,500 ",16477,813,25.17027864
72332,44,21.8," (666,666,666)",7995,23,52.27272727
72333,775,34.3," 21,094 ",13141,265,34.19354839
72335,19521,36.1," 37,994 ",15252,3955,20.26023257
72338,0,-666666666," (666,666,666)",-666666666,0,
72339,127,50.1," 23,281 ",14848,29,22.83464567
72340,127,22.4," (666,666,666)",33417,0,0
72341,230,42.1," 47,885 ",16219,49,21.30434783
72342,5132,34.6," 22,992 ",17549,1947,37.93842557
72346,489,52.8," 31,513 ",23490,91,18.60940695
72347,659,51.3," 26,333 ",20486,87,13.20182094
72348,2602,41," 27,813 ",18544,782,30.05380477
72350,1199,35.8," 28,188 ",15800,394,32.86071726
72351,683,29.8," 40,000 ",14529,167,24.45095168
72353,30,-666666666," (666,666,666)",,0,0
72354,2487,38.4," 27,009 ",16596,858,34.49939686
72355,2153,53," 35,000 ",24106,469,21.78355783
72358,1396,36.3," 24,926 ",11897,495,35.45845272
72359,459,49," 16,645 ",12627,244,53.15904139
72360,6185,39," 24,128 ",16715,1934,31.26919968
72364,15982,33.8," 60,313 ",25643,2480,15.51745714
72365,2937,44.3," 26,218 ",15528,918,31.25638407
72366,2072,40.2," 30,020 ",16785,588,28.37837838
72367,101,50.4," 23,804 ",10979,50,49.5049505
72368,965,51.7," 38,977 ",22000,149,15.44041451
72370,7958,34.4," 26,771 ",16132,2792,35.08419201
72372,2154,40," 40,160 ",20497,230,10.67780873
72373,1262,50.6," 20,104 ",14682,302,23.93026941
72374,1054,45.5," 43,854 ",20097,49,4.648956357
72376,1516,50.8," 50,800 ",28180,180,11.87335092
72377,15,-666666666," (666,666,666)",,0,0
72379,27,61.6," 40,859 ",30622,0,0
72383,42,-666666666," (666,666,666)",,42,100
72384,732,38.7," 23,047 ",14526,230,31.42076503
72386,1828,40.8," 45,385 ",22901,381,20.84245077
72389,316,31.1," 31,000 ",16070,117,37.02531646
72390,8382,33.4," 22,648 ",13641,3259,38.88093534
72392,405,49.8," 36,000 ",25649,50,12.34567901
72394,712,45.1," 30,972 ",21547,53,7.443820225
72395,1118,40.1," 49,071 ",23147,179,16.01073345
72396,13136,38.1," 41,232 ",21420,2630,20.02131547
72401,56896,32.5," 39,651 ",21304,13487,23.70465411
72404,25331,35.6," 55,060 ",33412,2251,8.886344795
72410,387,48.8," 23,942 ",18003,141,36.43410853
72411,2321,39.1," 37,106 ",18873,310,13.35631193
72412,711,40.4," 35,795 ",43178,87,12.23628692
72413,513,43.1," 43,516 ",24219,56,10.91617934
72414,453,32.8," 57,500 ",22566,91,20.08830022
72415,1432,41," 32,656 ",15825,247,17.24860335
72416,5926,33.6," 49,634 ",21219,680,11.47485656
72417,4386,33.5," 41,806 ",21782,502,11.44550844
72419,1385,40.3," 38,375 ",18444,304,21.94945848
72421,707,26.5," 35,556 ",36636,170,24.04526167
72422,4741,45.9," 27,723 ",17463,1308,27.58911622
72424,68,34," 40,625 ",16107,15,22.05882353
72425,344,46.4," 54,018 ",18640,117,34.01162791
72426,175,51.3," 43,750 ",23505,7,4
72427,258,21.3," 35,455 ",11316,130,50.3875969
72428,65,31.5," 68,750 ",22352,11,16.92307692
72429,404,36.8," 42,188 ",24053,29,7.178217822
72430,420,36.4," 38,750 ",15995,67,15.95238095
72431,518,41.2," 34,861 ",27086,93,17.95366795
72432,6453,40.8," 38,014 ",16828,910,14.10196808
72433,3154,36.6," 27,895 ",17199,900,28.53519341
72434,1950,42," 43,906 ",18819,344,17.64102564
72435,452,43.4," 45,966 ",24433,80,17.69911504
72436,861,39," 53,526 ",19882,43,4.994192799
72437,3808,36.7," 37,576 ",16258,791,20.77205882
72438,2499,38.5," 33,021 ",17188,506,20.24809924
72440,239,35.7," 30,313 ",17595,64,26.77824268
72441,76,47.8," (666,666,666)",11224,31,40.78947368
72442,4332,43.5," 36,821 ",23823,988,22.80701754
72443,3103,37.1," 41,929 ",17673,644,20.75410893
72444,1634,44.7," 32,946 ",19099,472,28.88616891
72445,80,50.5," 32,813 ",17561,5,6.25
72447,2026,44.7," 53,167 ",28712,221,10.90819348
72449,198,35.9," 25,000 ",14115,45,22.72727273
72450,37696,38.3," 42,627 ",21625,6463,17.14505518
72453,155,44.5," 36,500 ",24194,9,5.806451613
72454,4964,42.9," 31,940 ",18670,1001,20.16518936
72455,12513,41.2," 37,062 ",20681,2302,18.39686726
72456,483,47.2," 29,375 ",18203,64,13.2505176
72457,130,50.5," 29,583 ",19518,13,10
72458,827,45.2," 54,265 ",27949,59,7.134220073
72459,1736,48.3," 22,357 ",12521,723,41.64746544
72460,696,53.8," 31,155 ",19755,110,15.8045977
72461,3720,43.1," 39,306 ",22958,716,19.24731183
72462,351,51.1," 24,375 ",15277,107,30.48433048
72464,57,34.9," 15,938 ",8898,23,40.35087719
72466,1417,44.6," 55,083 ",21809,294,20.74805928
72467,271,19.2," (666,666,666)",3223,0,0
72469,1026,45.8," 32,031 ",19433,199,19.3957115
72470,212,43.7," 25,833 ",19240,38,17.9245283
72471,921,44.5," 31,371 ",25609,196,21.28121607
72472,9183,38.5," 34,793 ",17858,2053,22.35652837
72473,2459,44.2," 37,788 ",19907,432,17.56811712
72476,6741,40.2," 37,667 ",17696,1315,19.50749147
72478,323,44.7," 41,806 ",14697,38,11.76470588
72479,1468,44.3," 42,404 ",21524,136,9.264305177
72482,1085,48.8," 24,712 ",15493,222,20.46082949
72501,25612,38.9," 36,898 ",23184,4770,18.62408246
72512,2648,52.6," 29,045 ",17381,940,35.49848943
72513,2848,47.4," 30,766 ",13852,861,30.23174157
72515,0,-666666666," (666,666,666)",-666666666,0,
72517,223,36," 30,313 ",13005,46,20.62780269
72519,3259,43.6," 32,157 ",17129,571,17.52071187
72520,369,16.5," (666,666,666)",6595,260,70.46070461
72521,5074,39.3," 31,355 ",23440,1074,21.16673236
72522,457,43," 43,854 ",25414,40,8.75273523
72523,1182,43.4," 21,435 ",16137,281,23.77326565
72524,306,45.6," 41,902 ",24239,18,5.882352941
72526,246,37.3," 46,429 ",16244,21,8.536585366
72527,513,25," 52,017 ",15679,0,0
72528,69,28.1," (666,666,666)",23575,9,13.04347826
72529,4421,51," 34,496 ",20405,746,16.8740104
72530,1502,50.9," 36,125 ",20698,212,14.11451398
72531,1010,47.6," 35,500 ",18928,161,15.94059406
72532,1438,53.9," 32,279 ",18836,420,29.20723227
72533,498,54.7," 32,400 ",20180,16,3.212851406
72534,1937,35.3," 50,288 ",18958,137,7.072792979
72536,375,61.6," 37,759 ",23777,68,18.13333333
72537,595,53.9," 27,455 ",20266,137,23.02521008
72538,181,64.9," 26,212 ",20890,28,15.46961326
72539,180,45.9," 57,536 ",18891,0,0
72540,349,33.9," 42,969 ",19323,170,48.71060172
72542,3917,55.2," 37,366 ",19043,660,16.84962982
72543,12058,48.1," 43,515 ",23725,2062,17.10068005
72544,571,59.3," 27,857 ",15591,71,12.43432574
72546,203,33.9," (666,666,666)",16020,0,0
72550,669,43.4," 55,278 ",21641,72,10.76233184
72553,75,43.5," (666,666,666)",14625,5,6.666666667
72554,2546,49.8," 28,603 ",18276,868,34.09269442
72555,128,53.8," (666,666,666)",50682,9,7.03125
72556,2984,50.4," 40,881 ",21199,564,18.90080429
72560,8952,50," 30,059 ",19599,2429,27.13360143
72561,807,50.9," 37,361 ",23938,61,7.558859975
72562,2310,40," 40,278 ",22231,614,26.58008658
72564,581,46.3," 16,214 ",11909,207,35.62822719
72565,670,46.1," 42,054 ",19354,151,22.53731343
72566,691,37.7," 28,608 ",15013,58,8.393632417
72567,302,37.5," (666,666,666)",23475,82,27.15231788
72568,1332,43.6," 32,371 ",16744,254,19.06906907
72569,444,41.4," (666,666,666)",18951,18,4.054054054
72571,315,48.3," (666,666,666)",21536,132,41.9047619
72572,190,45.8," (666,666,666)",22721,0,0
72573,214,33.2," 55,156 ",18417,0,0
72576,4445,41.5," 39,038 ",20390,756,17.00787402
72577,462,47.1," 37,386 ",17423,74,16.01731602
72578,177,45.6," 48,523 ",22553,35,19.7740113
72579,1217,39.8," 31,433 ",19735,266,21.85702547
72581,1108,48.9," 55,278 ",33322,61,5.505415162
72583,1817,50.9," 29,340 ",17395,488,26.85745735
72584,657,55.4," 40,000 ",19208,41,6.240487062
72585,494,36.3," 83,208 ",22056,16,3.238866397
72587,131,64.9," (666,666,666)",17679,81,61.83206107
72601,30184,40.5," 39,615 ",22442,5279,17.48939836
72611,1621,36," 38,990 ",17421,161,9.932140654
72616,10545,37.4," 36,467 ",19573,2014,19.0990991
72617,155,76.3," 14,886 ",21379,17,10.96774194
72619,2301,55.8," 36,075 ",19711,307,13.34202521
72623,1042,44," 39,500 ",19018,151,14.49136276
72624,275,57.3," 25,950 ",17752,55,20
72626,1201,53.3," 32,028 ",19349,265,22.06494588
72628,839,45.5," 28,438 ",15976,182,21.69249106
72629,389,56.8," 20,694 ",20781,86,22.10796915
72630,235,59.3," 28,750 ",15838,40,17.0212766
72631,4120,60.8," 45,324 ",27682,379,9.199029126
72632,4063,56.5," 37,558 ",24456,767,18.87767659
72633,1775,44.9," 40,069 ",22803,237,13.35211268
72634,4697,49.3," 35,091 ",18392,1065,22.67404726
72635,3833,35.6," 41,232 ",17438,653,17.03626402
72636,11,66.4," 56,250 ",47891,0,0
72638,7430,39.3," 38,842 ",18010,1511,20.33647376
72639,715,35.7," 25,625 ",10288,385,53.84615385
72640,185,55.9," 40,042 ",14948,39,21.08108108
72641,2602,49.2," 28,564 ",16347,768,29.51575711
72642,1787,65.5," 46,154 ",27269,252,14.10184667
72644,2823,50.8," 28,750 ",16847,696,24.65462274
72645,2093,47.6," 29,559 ",16889,689,32.91925466
72648,805,52.5," 56,563 ",21316,58,7.204968944
72650,4140,42.6," 35,758 ",21389,626,15.12077295
72651,1313,53.7," 34,922 ",19497,180,13.70906321
72653,27546,52.6," 38,788 ",24650,3333,12.0997604
72655,460,39.1," 37,375 ",14310,0,0
72658,2223,49.8," 34,134 ",20136,485,21.81736392
72660,621,52.4," 38,472 ",17486,82,13.20450886
72661,424,58.5," 29,426 ",26690,0,0
72662,2770,50.8," 34,268 ",19368,417,15.05415162
72663,520,21.4," 28,772 ",17204,14,2.692307692
72666,150,68.2," (666,666,666)",17593,38,25.33333333
72668,354,45," 31,442 ",15563,54,15.25423729
72669,52,53.5," 31,250 ",18562,11,21.15384615
72670,128,62.5," 87,794 ",31067,22,17.1875
72672,272,26.8," 27,885 ",10411,125,45.95588235
72675,1312,59.4," 40,785 ",21915,143,10.89939024
72677,394,42.8," 20,000 ",13525,148,37.56345178
72679,49,49.1," (666,666,666)",79171,0,0
72680,613,51.5," 31,528 ",25548,97,15.82381729
72682,592,53.7," 51,167 ",16560,85,14.35810811
72683,327,44.9," 50,625 ",17643,17,5.198776758
72685,1352,37.1," 37,826 ",17560,152,11.24260355
72686,48,65.5," (666,666,666)",23135,18,37.5
72687,5920,50.1," 32,967 ",17675,1240,20.94594595
72701,41996,26," 35,604 ",23311,9854,23.46413944
72703,31581,31," 41,586 ",34488,6292,19.92337165
72704,24943,31.1," 57,110 ",29287,3460,13.87162731
72712,49310,33.2," 77,266 ",36342,3609,7.319002231
72714,12351,43.8," 70,350 ",31313,720,5.829487491
72715,16068,56.3," 56,195 ",33226,755,4.698780184
72717,970,51.8," 37,154 ",18908,151,15.56701031
72718,2315,33.3," 98,523 ",38511,55,2.375809935
72719,10646,29.5," 61,386 ",24262,774,7.270336277
72721,441,42.6," 32,750 ",13524,65,14.73922902
72722,3605,30.6," 47,109 ",16262,898,24.90984743
72727,6334,36.4," 57,069 ",22866,634,10.00947269
72729,192,65.1," 26,500 ",20908,0,0
72730,7749,33.8," 50,576 ",24716,617,7.962317718
72732,4205,49.7," 53,597 ",27135,463,11.01070155
72734,7814,37.9," 49,702 ",22590,1100,14.07729716
72736,6284,38.5," 46,970 ",23571,706,11.23488224
72738,2422,46.9," 39,630 ",23415,538,22.21304707
72739,508,44.6," 57,132 ",23119,39,7.677165354
72740,9141,38.3," 40,668 ",23343,1435,15.69850126
72742,477,52.7," 41,458 ",21559,120,25.1572327
72744,5400,34.9," 32,117 ",17993,1210,22.40740741
72745,12488,32.5," 54,954 ",24934,1559,12.48398463
72747,201,57.2," (666,666,666)",14639,110,54.72636816
72749,101,48.5," (666,666,666)",22107,32,31.68316832
72751,6872,34.3," 53,172 ",21630,936,13.62048894
72752,356,53.8," 30,161 ",15986,107,30.05617978
72753,8770,40," 57,781 ",23816,958,10.92360319
72756,40187,35.7," 47,254 ",25111,6470,16.09973374
72758,39323,33.3," 63,807 ",34178,3881,9.869541998
72760,393,52.7," 34,583 ",28641,100,25.44529262
72761,22294,31.9," 47,591 ",20828,3986,17.87925002
72762,37994,35.7," 56,142 ",27973,3698,9.733115755
72764,55486,28.7," 40,943 ",19336,13756,24.79183938
72768,1102,39.7," 34,479 ",20254,251,22.77676951
72769,690,54.1," 55,650 ",28036,17,2.463768116
72773,1098,38.3," 41,490 ",21503,164,14.93624772
72774,5621,43.3," 48,365 ",24267,609,10.83437111
72776,599,50.9," 38,214 ",20317,118,19.69949917
72801,19859,25.6," 31,301 ",14774,5162,25.99325243
72802,21390,40.6," 48,312 ",24917,3004,14.04394577
72821,2121,41.7," 30,972 ",16867,567,26.73267327
72823,6155,38," 39,055 ",19924,1016,16.50690496
72824,1600,35.3," 44,942 ",18835,166,10.375
72826,58,35," (666,666,666)",14864,20,34.48275862
72827,124,46.5," 14,479 ",12010,62,50
72828,40,52.2," (666,666,666)",36323,0,0
72830,15356,35.8," 34,240 ",17717,3342,21.76348007
72832,1006,38.6," 40,884 ",18130,234,23.26043738
72833,4593,38.3," 42,014 ",18947,792,17.24363161
72834,11044,38.4," 39,279 ",19184,1946,17.62042738
72835,737,54.9," 25,833 ",15610,135,18.31750339
72837,7382,42.3," 45,061 ",23051,1230,16.66215118
72838,48,72.1," 21,012 ",23281,8,16.66666667
72839,295,62.2," 25,600 ",14706,89,30.16949153
72840,2120,40.9," 35,711 ",15094,274,12.9245283
72841,125,52.9," 22,000 ",14550,0,0
72842,1099,50.8," 43,750 ",23335,181,16.46951774
72843,2660,36.3," 44,120 ",25736,462,17.36842105
72845,1244,43," 46,548 ",28770,113,9.083601286
72846,4140,38.7," 36,096 ",23890,858,20.72463768
72847,2678,41," 34,056 ",20332,805,30.05974608
72851,806,48.4," 34,934 ",25521,0,0
72852,130,62.6," (666,666,666)",18848,27,20.76923077
72853,1914,41.5," 35,714 ",17656,345,18.02507837
72854,780,49.3," 27,250 ",20847,121,15.51282051
72855,5660,45.5," 36,713 ",20476,961,16.97879859
72856,475,36.9," 42,019 ",26429,115,24.21052632
72857,1441,38.1," 37,019 ",17605,301,20.88827203
72858,3831,37.2," 45,300 ",23912,368,9.605847037
72860,593,55.1," 29,974 ",15820,27,4.55311973
72863,1547,41.2," 39,583 ",20382,305,19.71557854
72865,1729,32.6," 43,750 ",15483,436,25.21688837
72901,22201,33.9," 27,972 ",17769,7182,32.34989415
72903,26213,39.2," 44,167 ",31535,5104,19.47125472
72904,21517,31.3," 28,707 ",12636,7412,34.4471813
72908,13499,39.3," 45,214 ",26467,2491,18.45321876
72916,7833,40.9," 66,748 ",35834,467,5.961955828
72921,13955,37.1," 49,714 ",21430,2154,15.43532784
72923,4821,40.3," 43,465 ",20786,870,18.04604854
72926,603,50.4," 30,139 ",15757,198,32.8358209
72927,8875,41.6," 35,837 ",19654,1654,18.63661972
72928,599,42.2," 56,563 ",25433,81,13.52253756
72930,339,38.5," 60,909 ",22795,56,16.51917404
72932,1957,39.8," 49,659 ",19947,239,12.21257026
72933,5441,38.4," 55,785 ",23954,558,10.25546774
72934,793,51," 45,044 ",18342,189,23.83354351
72935,421,48.1," 28,281 ",15123,136,32.304038
72936,14355,37.2," 54,188 ",25538,1744,12.14907698
72937,3484,42.7," 39,762 ",22993,723,20.75200918
72938,1410,40.6," 47,778 ",18790,226,16.02836879
72940,2837,45.3," 48,860 ",21590,358,12.61896369
72941,5686,39.1," 50,107 ",22282,754,13.26064017
